Date,time,NO2,CO,C6H6
12/9/2004,2:00:00,57.76,0.8520698064920282,2
12/9/2004,3:00:00,110.2,1.6070419664268587,1
12/9/2004,4:00:00,34.7,0.6999350519584329,0
12/9/2004,5:00:00,37.88,0.633887689848121,0
12/9/2004,6:00:00,45.56,0.7430735129543423,0
12/9/2004,7:00:00,64.41,0.6230946811871247,1
12/9/2004,8:00:00,119.2725,2.034011029220103,7
12/9/2004,9:00:00,105.4,1.7806006504201457,7
12/9/2004,10:00:00,101.09,1.5531546544582513,4
12/9/2004,11:00:00,105.07,1.5989498352797162,5
12/9/2004,12:00:00,102.54,1.6624805307233614,5
12/9/2004,13:00:00,100.87,1.6462967518723166,6
12/9/2004,14:00:00,104.30716666666666,1.7522122871364134,7
12/9/2004,15:00:00,102.91142857142857,1.5777271194294078,5
12/9/2004,16:00:00,108.67166666666668,1.7656591855700468,7
12/9/2004,17:00:00,103.54738095238095,1.5934929453198574,5
12/9/2004,18:00:00,114.89166666666667,2.1242473621103106,9
12/9/2004,19:00:00,131.70333333333332,2.6740473621103127,12
12/9/2004,20:00:00,111.34166666666668,2.2451206035171842,10
12/9/2004,21:00:00,97.1785957494941,1.3435337100699294,4
12/9/2004,22:00:00,61.19,0.7134995632877421,1
12/9/2004,23:00:00,56.25,0.6704630667180622,1
12/10/2004,0:00:00,57.0,0.6369068681982063,1
12/10/2004,1:00:00,58.21,0.6800747144609466,2
12/10/2004,2:00:00,56.23,0.6929373059262356,2
12/10/2004,3:00:00,118.24833333333333,1.4097104316546767,2
12/10/2004,4:00:00,34.13,0.44023651260809515,0
12/10/2004,5:00:00,25.07,0.454232995421844,0
12/10/2004,6:00:00,40.58,0.4268656210860186,1
12/10/2004,7:00:00,58.72,0.7509977930794852,1
12/10/2004,8:00:00,128.69,1.408045911419013,5
12/10/2004,9:00:00,160.03,2.5040473621103096,8
12/10/2004,10:00:00,128.54,1.5483477691530978,5
12/10/2004,11:00:00,127.53,1.5461909756267238,6
12/10/2004,12:00:00,128.74,1.6008765558981384,6
12/10/2004,13:00:00,135.44,1.3329999999999995,8
12/10/2004,14:00:00,147.55,1.5219999999999987,9
12/10/2004,15:00:00,133.78,1.3699999999999994,8
12/10/2004,16:00:00,139.64,1.4369999999999987,8
12/10/2004,17:00:00,154.15,2.6109999999999998,11
12/10/2004,18:00:00,198.54,3.633999999999999,16
12/10/2004,19:00:00,173.51,3.5159999999999996,18
12/10/2004,20:00:00,166.22,2.7370000000000005,14
12/10/2004,21:00:00,148.23,1.638,8
12/10/2004,22:00:00,110.49341986037051,2.265491207034371,4
12/10/2004,23:00:00,91.14142857142856,0.9089663469224623,3
12/11/2004,0:00:00,119.87,2.2165503079018274,4
12/11/2004,1:00:00,121.28,2.1837011871983902,4
12/11/2004,2:00:00,93.45239362305685,0.9043582391229876,3
12/11/2004,3:00:00,134.17,1.929840327737809,3
12/11/2004,4:00:00,79.65,0.8173234678511058,2
12/11/2004,5:00:00,77.15,0.8812092177765112,2
12/11/2004,6:00:00,111.1475618215515,0.8762529457915152,4
12/11/2004,7:00:00,114.92289515488484,1.3941146745902941,5
12/11/2004,8:00:00,141.68,1.7290000000000003,8
12/11/2004,9:00:00,158.28,2.6843964828137477,14
12/11/2004,10:00:00,180.62,2.562349120703437,12
12/11/2004,11:00:00,171.08,2.5757924601495286,13
12/11/2004,12:00:00,155.83,2.6430473621103108,12
12/11/2004,13:00:00,154.07,1.418999999999999,8
12/11/2004,14:00:00,145.82,1.445999999999999,9
12/11/2004,15:00:00,122.72,1.970625649480415,6
12/11/2004,16:00:00,132.12,1.229,7
12/11/2004,17:00:00,152.14,2.4272380095923265,11
12/11/2004,18:00:00,142.9,2.0683491207034366,10
12/11/2004,19:00:00,138.97,1.4656666666666656,9
12/11/2004,20:00:00,145.05,2.1412380095923256,10
12/11/2004,21:00:00,168.36,2.6643964828137503,11
12/11/2004,22:00:00,130.495,2.2979999999999996,9
12/11/2004,23:00:00,136.82,2.556847362110311,11
12/12/2004,0:00:00,166.98,2.575847362110312,11
12/12/2004,1:00:00,130.1,2.2370473621103115,11
12/12/2004,2:00:00,156.64,2.2110157873701026,10
12/12/2004,3:00:00,135.75,1.3534438449240604,6
12/12/2004,4:00:00,120.52,2.0063649080735413,9
12/12/2004,5:00:00,95.96597299444012,1.4236332933653078,5
12/12/2004,6:00:00,83.38,1.429634834989151,7
12/12/2004,7:00:00,101.84019353984644,0.7722368105515587,4
12/12/2004,8:00:00,128.89,1.3231894484412479,6
12/12/2004,9:00:00,144.97,1.733047362110313,7
12/12/2004,10:00:00,160.84,2.2030157873701044,9
12/12/2004,11:00:00,128.80833333333334,2.217333333333333,8
12/12/2004,12:00:00,153.46,2.458349120703437,11
12/12/2004,13:00:00,164.19,2.8636982414068752,13
12/12/2004,14:00:00,160.1,2.698396482813749,12
12/12/2004,15:00:00,170.39,3.0643491207034375,14
12/12/2004,16:00:00,195.69,3.830999999999999,18
12/12/2004,17:00:00,195.75,4.439698241406872,22
12/12/2004,18:00:00,222.554,5.333000000000004,25
12/12/2004,19:00:00,199.46,3.613000000000001,16
12/12/2004,20:00:00,151.88,2.638962563282706,12
12/12/2004,21:00:00,145.36,2.2029999999999994,9
12/12/2004,22:00:00,113.24596505162827,1.7829683924817816,7
12/12/2004,23:00:00,130.89,1.6523693193593272,7
12/13/2004,0:00:00,130.24,2.2170000000000005,9
12/13/2004,1:00:00,108.83833333333334,1.7804897563430726,5
12/13/2004,2:00:00,106.88096505162828,1.6907753796962428,5
12/13/2004,3:00:00,133.69,1.286917466027179,2
12/13/2004,4:00:00,69.21,1.0590007546706672,2
12/13/2004,5:00:00,64.75,1.066880762642634,1
12/13/2004,6:00:00,83.79,1.1115396086031948,3
12/13/2004,7:00:00,141.17,1.560189448441247,6
12/13/2004,8:00:00,190.37,3.5210000000000004,16
12/13/2004,9:00:00,154.19,3.401,16
12/13/2004,10:00:00,194.71,3.5529999999999995,17
12/13/2004,11:00:00,215.6,4.048000000000001,22
12/13/2004,12:00:00,197.81,3.5509999999999997,17
12/13/2004,13:00:00,191.89,4.133666666666667,22
12/13/2004,14:00:00,197.56,4.427666666666666,23
12/13/2004,15:00:00,200.95,5.752047362110315,28
12/13/2004,16:00:00,198.34,6.153000000000002,30
12/13/2004,17:00:00,218.04,6.37239648281375,32
12/13/2004,18:00:00,259.34,10.361349120703439,63
12/13/2004,19:00:00,219.19,6.39844384492406,35
12/13/2004,20:00:00,201.21,4.380523033746916,21
12/13/2004,21:00:00,150.55,3.1850000000000023,15
12/13/2004,22:00:00,126.87763171829496,2.371349120703437,10
12/13/2004,23:00:00,118.90289515488483,2.121035084975498,8
12/14/2004,0:00:00,129.46,1.6637601191773859,7
12/14/2004,1:00:00,127.47333333333334,2.156,9
12/14/2004,2:00:00,130.41,1.8913491207034376,8
12/14/2004,3:00:00,131.56,1.2697456035171861,3
12/14/2004,4:00:00,78.99,1.1761861417968076,3
12/14/2004,5:00:00,77.8,1.144613535176222,3
12/14/2004,6:00:00,114.67,1.3636982414068743,5
12/14/2004,7:00:00,124.95,1.9776982414068738,8
12/14/2004,8:00:00,156.62,3.384000000000002,15
12/14/2004,9:00:00,179.13,4.7706982414068735,27
12/14/2004,10:00:00,210.22,6.528349120703442,30
12/14/2004,11:00:00,209.47375,4.636,24
12/14/2004,12:00:00,222.37,4.210349120703437,21
12/14/2004,13:00:00,191.62375,4.471299269675169,25
12/14/2004,14:00:00,189.18,4.281574120703437,21
12/14/2004,15:00:00,169.84,4.241474120703437,20
12/14/2004,16:00:00,192.734,5.727000000000004,27
12/14/2004,17:00:00,177.01,2.2863684183088315,7
12/14/2004,18:00:00,177.02,2.2863684183088315,7
12/14/2004,19:00:00,158.76,2.2863684183088315,7
12/14/2004,20:00:00,155.99,2.2863684183088315,7
12/14/2004,21:00:00,153.93,2.2863684183088315,7
12/14/2004,22:00:00,135.24,2.000779889132172,7
12/14/2004,23:00:00,133.89,2.0327798891321724,7
12/15/2004,0:00:00,153.37,2.2863684183088315,7
12/15/2004,1:00:00,135.8,2.002779889132172,7
12/15/2004,2:00:00,129.99,2.0337798891321723,7
12/15/2004,3:00:00,134.37,2.000779889132172,7
12/15/2004,4:00:00,84.92416666666668,1.6445473621103117,7
12/15/2004,5:00:00,86.4675,1.791478130539048,7
12/15/2004,6:00:00,114.84,1.9402237340562336,7
12/15/2004,7:00:00,108.365,1.9352710961665454,7
12/15/2004,8:00:00,153.47,2.2863684183088315,7
12/15/2004,9:00:00,157.96,2.2863684183088315,7
12/15/2004,10:00:00,156.54,2.2863684183088315,7
12/15/2004,11:00:00,156.31,2.2863684183088315,7
12/15/2004,12:00:00,157.96,2.2863684183088315,7
12/15/2004,13:00:00,157.96,2.2863684183088315,7
12/15/2004,14:00:00,157.95,2.2863684183088315,7
12/15/2004,15:00:00,157.96,2.2863684183088315,7
12/15/2004,16:00:00,159.07,2.2863684183088315,7
12/15/2004,17:00:00,177.01,2.2863684183088315,7
12/15/2004,18:00:00,176.33,2.2863684183088315,7
12/15/2004,19:00:00,153.77,2.287368418308832,7
12/15/2004,20:00:00,131.05,2.0147798891321727,7
12/15/2004,21:00:00,129.02,2.0331290098356103,7
12/15/2004,22:00:00,129.98,2.0237798891321725,7
12/15/2004,23:00:00,111.63,1.9352237340562337,7
12/16/2004,0:00:00,130.57,2.0107798891321726,7
12/16/2004,1:00:00,128.91,2.0421290098356106,7
12/16/2004,2:00:00,107.30833333333334,1.9339219754631083,7
12/16/2004,3:00:00,134.37,2.000779889132172,7
12/16/2004,4:00:00,107.5520480963459,1.776827251242485,7
12/16/2004,5:00:00,86.85916666666667,1.7704781305390478,7
12/16/2004,6:00:00,104.46941637805095,1.9529693375734194,7
12/16/2004,7:00:00,148.65,2.1263684183088305,7
12/16/2004,8:00:00,155.99,2.2863684183088315,7
12/16/2004,9:00:00,158.93,2.2863684183088315,7
12/16/2004,10:00:00,157.96,2.2863684183088315,7
12/16/2004,11:00:00,158.93,2.2863684183088315,7
12/16/2004,12:00:00,157.96,2.2863684183088315,7
12/16/2004,13:00:00,154.84,2.2863684183088315,7
12/16/2004,14:00:00,158.93,2.2863684183088315,7
12/16/2004,15:00:00,160.83,2.2863684183088315,7
12/16/2004,16:00:00,177.01,2.2863684183088315,7
12/16/2004,17:00:00,162.89,2.2863684183088315,7
12/16/2004,18:00:00,177.01,2.2863684183088315,7
12/16/2004,19:00:00,177.01,2.2863684183088315,7
12/16/2004,20:00:00,177.01,2.2863684183088315,7
12/16/2004,21:00:00,177.01,2.2863684183088315,7
12/16/2004,22:00:00,160.83,2.2863684183088315,7
12/16/2004,23:00:00,158.13,2.2863684183088315,7
12/17/2004,0:00:00,156.31,2.2863684183088315,7
12/17/2004,1:00:00,155.99,2.2863684183088315,7
12/17/2004,2:00:00,154.49,2.2863684183088315,7
12/17/2004,3:00:00,134.37,2.000779889132172,7
12/17/2004,4:00:00,153.89,2.158368418308831,7
12/17/2004,5:00:00,133.94,2.030368418308831,7
12/17/2004,6:00:00,153.67,2.2653684183088316,7
12/17/2004,7:00:00,153.93,2.2863684183088315,7
12/17/2004,8:00:00,158.08,2.2863684183088315,7
12/17/2004,9:00:00,158.93,2.2863684183088315,7
12/17/2004,10:00:00,159.07,2.2863684183088315,7
12/17/2004,11:00:00,158.93,2.2863684183088315,7
12/17/2004,12:00:00,154.11,2.2863684183088315,7
12/17/2004,13:00:00,154.51,2.2863684183088315,7
12/17/2004,14:00:00,154.11,2.2863684183088315,7
12/17/2004,15:00:00,153.49,2.2863684183088315,7
12/17/2004,16:00:00,151.73,2.1633684183088313,7
12/17/2004,17:00:00,154.23,2.2813684183088316,7
12/17/2004,18:00:00,150.87,2.150368418308831,7
12/17/2004,19:00:00,152.48,2.1593684183088313,7
12/17/2004,20:00:00,132.725,3.540199999999999,16
12/17/2004,21:00:00,132.57596505162826,2.952967911385179,13
12/17/2004,22:00:00,96.32763171829494,2.2379618481685246,8
12/17/2004,23:00:00,89.50018268467048,1.8826259260093625,5
12/18/2004,0:00:00,98.65325076591398,2.001280673120368,7
12/18/2004,1:00:00,90.5786020651311,1.735025374552844,5
12/18/2004,2:00:00,86.84193010325656,1.3456348349891525,5
12/18/2004,3:00:00,111.85,1.6375035328583563,4
12/18/2004,4:00:00,76.39,1.3261406053108598,4
12/18/2004,5:00:00,84.89833333333333,1.9001192291188693,6
12/18/2004,6:00:00,87.955,1.7123895783255667,5
12/18/2004,7:00:00,89.875,1.6957070117472504,5
12/18/2004,8:00:00,135.785,2.5239999999999996,11
12/18/2004,9:00:00,189.67,3.548999999999999,16
12/18/2004,10:00:00,189.22,3.367000000000001,15
12/18/2004,11:00:00,151.6,1.756349120703437,8
12/18/2004,12:00:00,97.99675536139792,1.0454889823679638,3
12/18/2004,13:00:00,79.47,1.0153037388271209,3
12/18/2004,14:00:00,75.35,1.0137223221422864,3
12/18/2004,15:00:00,71.3,0.9085626814338006,2
12/18/2004,16:00:00,80.48,1.0273732014388492,3
12/18/2004,17:00:00,82.16,0.9847942645883299,3
12/18/2004,18:00:00,116.50729838496162,2.2534438449240586,4
12/18/2004,19:00:00,163.2,1.7499999999999991,9
12/18/2004,20:00:00,218.55,3.419999999999999,19
12/18/2004,21:00:00,224.95,3.315999999999998,17
12/18/2004,22:00:00,154.78,1.608999999999999,8
12/18/2004,23:00:00,167.04,2.246047362110311,11
12/19/2004,0:00:00,213.88,3.0810000000000013,15
12/19/2004,1:00:00,186.96,2.644349120703438,13
12/19/2004,2:00:00,121.0438602065131,0.7746982414068744,6
12/19/2004,3:00:00,137.04,0.7687456035171866,4
12/19/2004,4:00:00,83.44,0.6782651408285139,2
12/19/2004,5:00:00,86.79239362305685,0.9147280175859314,3
12/19/2004,6:00:00,67.0,0.6553683305279705,2
12/19/2004,7:00:00,86.90193010325656,1.1993517139142291,3
12/19/2004,8:00:00,120.39,0.3554438449240607,3
12/19/2004,9:00:00,101.68833598093727,0.9131677315290628,3
12/19/2004,10:00:00,118.9186854646545,0.7733964828137492,6
12/19/2004,11:00:00,169.08,1.9800157873701036,9
12/19/2004,12:00:00,172.41,1.678666666666666,9
12/19/2004,13:00:00,172.81,2.6416982414068757,12
12/19/2004,14:00:00,129.25096505162827,2.5955789368505204,12
12/19/2004,15:00:00,125.24,2.7986982414068735,13
12/19/2004,16:00:00,112.21,2.7013491207034384,11
12/19/2004,17:00:00,115.07,2.8002298161470818,13
12/19/2004,18:00:00,135.17,3.6972666666666654,17
12/19/2004,19:00:00,133.78,3.3273491207034374,14
12/19/2004,20:00:00,144.61,3.580999999999999,16
12/19/2004,21:00:00,126.66,3.0686982414068753,13
12/19/2004,22:00:00,110.8,2.396999999999999,10
12/19/2004,23:00:00,111.79,2.1050000000000004,9
12/20/2004,0:00:00,107.06,2.2979999999999996,9
12/20/2004,1:00:00,116.57,1.7559418157781481,7
12/20/2004,2:00:00,74.1,0.9897552553394904,2
12/20/2004,3:00:00,132.15,1.2025209832134294,2
12/20/2004,4:00:00,50.82,0.791899574810198,1
12/20/2004,5:00:00,35.28,0.7015750450619894,0
12/20/2004,6:00:00,41.3,0.6710641604363565,0
12/20/2004,7:00:00,75.546,1.0581517382655696,2
12/20/2004,8:00:00,127.51,1.6733406138388935,5
12/20/2004,9:00:00,131.11,1.7002200084088575,7
12/20/2004,10:00:00,120.09,1.6745463007410786,5
12/20/2004,11:00:00,105.65666666666668,1.4426806554756195,3
12/20/2004,12:00:00,105.77133333333333,1.4881090608994294,4
12/20/2004,13:00:00,106.12933333333335,1.4538017186251002,4
12/20/2004,14:00:00,79.50399999999999,1.3384152189278584,4
12/20/2004,15:00:00,81.63,1.1793861522998395,3
12/20/2004,16:00:00,95.50797819960246,1.220274851482658,5
12/20/2004,17:00:00,119.28,1.2751464129957741,7
12/20/2004,18:00:00,140.92,2.4647929656274967,11
12/20/2004,19:00:00,137.03,2.1640732414068737,10
12/20/2004,20:00:00,141.69,2.1760473621103116,11
12/20/2004,21:00:00,141.93,1.305698241406875,7
12/20/2004,22:00:00,100.6964058776807,0.985059002945865,3
12/20/2004,23:00:00,88.99239362305686,0.8835848323816282,3
12/21/2004,0:00:00,89.04239362305685,0.9469988611586069,3
12/21/2004,1:00:00,121.4,0.8998403277378101,4
12/21/2004,2:00:00,46.86,0.8392788968824941,0
12/21/2004,3:00:00,133.52096505162828,0.8340297761790576,0
12/21/2004,4:00:00,35.86,0.7817280175859307,0
12/21/2004,5:00:00,41.21,0.7448824140687449,0
12/21/2004,6:00:00,88.51096505162828,0.843501860277542,2
12/21/2004,7:00:00,118.1586854646545,1.2057753796962432,2
12/21/2004,8:00:00,184.22,2.604349120703438,13
12/21/2004,9:00:00,220.69,3.562349120703437,23
12/21/2004,10:00:00,166.68,1.669999999999999,9
12/21/2004,11:00:00,126.78,1.1325547043846407,6
12/21/2004,12:00:00,132.79,1.2592055836812035,6
12/21/2004,13:00:00,155.37,1.6249999999999987,9
12/21/2004,14:00:00,131.08,1.4739999999999998,7
12/21/2004,15:00:00,143.3,1.4969999999999997,7
12/21/2004,16:00:00,139.28,1.3659999999999994,8
12/21/2004,17:00:00,142.88,1.9013749999999994,10
12/21/2004,18:00:00,168.04,3.5321428571428584,16
12/21/2004,19:00:00,166.44,3.012349120703439,15
12/21/2004,20:00:00,169.53,3.3879999999999995,18
12/21/2004,21:00:00,205.14,2.531799999999999,13
12/21/2004,22:00:00,175.42,1.5736666666666659,9
12/21/2004,23:00:00,133.87,0.8620000000000003,5
12/22/2004,0:00:00,131.55,0.9750000000000005,6
12/22/2004,1:00:00,142.57,1.1170000000000007,7
12/22/2004,2:00:00,117.97089515488484,0.6833964828137491,5
12/22/2004,3:00:00,134.2009650516283,0.8891420863309355,3
12/22/2004,4:00:00,62.39,0.7879631644185574,1
12/22/2004,5:00:00,64.55,0.898033795218029,1
12/22/2004,6:00:00,70.59,0.7904118721652493,1
12/22/2004,7:00:00,126.71,0.38499999999999995,3
12/22/2004,8:00:00,175.95,1.577,8
12/22/2004,9:00:00,187.6,2.6613491207034383,12
12/22/2004,10:00:00,172.15,1.5139999999999996,8
12/22/2004,11:00:00,161.99,1.392856462977766,7
12/22/2004,12:00:00,152.11,1.3499999999999996,8
12/22/2004,13:00:00,141.88,1.3529999999999995,8
12/22/2004,14:00:00,143.81,1.4229999999999998,8
12/22/2004,15:00:00,131.72,1.9845547043846405,6
12/22/2004,16:00:00,152.09,1.4699999999999986,8
12/22/2004,17:00:00,151.22,1.990698241406874,11
12/22/2004,18:00:00,157.35,1.5810416666666658,9
12/22/2004,19:00:00,170.66,2.5377456035171853,13
12/22/2004,20:00:00,172.18,3.0510000000000024,15
12/22/2004,21:00:00,173.57,2.3010473621103107,11
12/22/2004,22:00:00,177.07,2.168,11
12/22/2004,23:00:00,127.45096505162829,0.4849999999999996,5
12/23/2004,0:00:00,126.41193010325657,0.7246982414068747,5
12/23/2004,1:00:00,118.1118602065131,0.4609999999999996,5
12/23/2004,2:00:00,136.61,0.5529999999999997,5
12/23/2004,3:00:00,136.61,0.4436982414068746,3
12/23/2004,4:00:00,83.01,1.4688960717140582,3
12/23/2004,5:00:00,73.56,0.7578726356119077,1
12/23/2004,6:00:00,87.24096505162828,1.1847435708576004,2
12/23/2004,7:00:00,128.82,0.7347456035171867,5
12/23/2004,8:00:00,159.39,2.7030473621103126,13
12/23/2004,9:00:00,162.77,2.942000000000001,15
12/23/2004,10:00:00,178.62,2.548498241406874,12
12/23/2004,11:00:00,215.36,3.033,15
12/23/2004,12:00:00,219.45,3.090000000000001,15
12/23/2004,13:00:00,216.69,3.1720000000000015,16
12/23/2004,14:00:00,220.93,3.638000000000001,18
12/23/2004,15:00:00,174.91,2.6013491207034356,12
12/23/2004,16:00:00,208.67,3.6019999999999994,17
12/23/2004,17:00:00,219.96,5.981000000000003,28
12/23/2004,18:00:00,224.14,5.7857929656275005,32
12/23/2004,19:00:00,224.88,6.677349120703439,35
12/23/2004,20:00:00,234.26,6.766999999999997,35
12/23/2004,21:00:00,212.87,5.191349120703442,26
12/23/2004,22:00:00,216.45,3.4753491207034393,20
12/23/2004,23:00:00,216.67,3.4739999999999998,16
12/24/2004,0:00:00,216.99,3.2089999999999996,17
12/24/2004,1:00:00,195.63,3.2290000000000005,14
12/24/2004,2:00:00,154.95,2.210349120703438,11
12/24/2004,3:00:00,130.32096505162826,1.625349120703436,10
12/24/2004,4:00:00,122.42,1.350999999999999,8
12/24/2004,5:00:00,111.52096505162827,1.3683491207034368,8
12/24/2004,6:00:00,142.38,1.626,8
12/24/2004,7:00:00,146.8,2.0159999999999996,9
12/24/2004,8:00:00,149.21,3.1839999999999997,14
12/24/2004,9:00:00,192.83,3.8523491207034386,20
12/24/2004,10:00:00,193.43,3.7993491207034373,18
12/24/2004,11:00:00,197.03,3.863349120703437,18
12/24/2004,12:00:00,204.19,3.6420000000000003,18
12/24/2004,13:00:00,200.0,5.178000000000003,24
12/24/2004,14:00:00,203.2,4.795999999999999,23
12/24/2004,15:00:00,200.93,3.7863491207034365,16
12/24/2004,16:00:00,200.48,4.375047362110311,22
12/24/2004,17:00:00,202.43,4.3877500000000005,21
12/24/2004,18:00:00,192.14,4.425749999999999,21
12/24/2004,19:00:00,154.11,2.2863684183088315,7
12/24/2004,20:00:00,154.11,2.2863684183088315,7
12/24/2004,21:00:00,154.51,2.2863684183088315,7
12/24/2004,22:00:00,153.77,2.287368418308832,7
12/24/2004,23:00:00,151.98,2.1873684183088313,7
12/25/2004,0:00:00,171.01,3.7743491207034383,15
12/25/2004,1:00:00,145.85,3.0139999999999993,14
12/25/2004,2:00:00,143.12,2.874999999999998,13
12/25/2004,3:00:00,117.91096505162828,1.9842298161470822,11
12/25/2004,4:00:00,121.48333333333333,1.9495315747402067,10
12/25/2004,5:00:00,105.51193010325655,1.9095315747402075,8
12/25/2004,6:00:00,91.13289515488485,1.8868806954436446,8
12/25/2004,7:00:00,105.61193010325654,1.9531824540367697,9
12/25/2004,8:00:00,106.66193010325655,1.9028333333333325,8
12/25/2004,9:00:00,125.88333333333334,2.098833333333331,9
12/25/2004,10:00:00,131.76333333333332,2.1553491207034368,10
12/25/2004,11:00:00,129.75833333333333,2.049349120703436,10
12/25/2004,12:00:00,139.105,2.4377456035171843,13
12/25/2004,13:00:00,184.43,4.269000000000001,18
12/25/2004,14:00:00,148.39,2.754698241406872,13
12/25/2004,15:00:00,104.14157111223435,1.9421824540367698,9
12/25/2004,16:00:00,116.18096505162826,2.42104736211031,13
12/25/2004,17:00:00,142.17,4.003000000000003,15
12/25/2004,18:00:00,149.34,4.459000000000002,17
12/25/2004,19:00:00,140.11,4.438000000000001,18
12/25/2004,20:00:00,153.33,5.246999999999999,21
12/25/2004,21:00:00,131.35,3.5660000000000007,14
12/25/2004,22:00:00,132.36,4.1960000000000015,15
12/25/2004,23:00:00,127.79,3.2773491207034384,13
12/26/2004,0:00:00,95.9,2.1729917316147085,7
12/26/2004,1:00:00,85.26373015873016,2.0795932733999285,5
12/26/2004,2:00:00,77.57,1.1407538860233744,3
12/26/2004,3:00:00,111.68,1.1665209832134302,1
12/26/2004,4:00:00,55.17,0.9252550121393572,1
12/26/2004,5:00:00,43.92,0.9150426458832932,0
12/26/2004,6:00:00,47.0,0.7125005595523577,0
12/26/2004,7:00:00,55.99,0.8678838928856913,0
12/26/2004,8:00:00,72.06,1.0670358379962703,1
12/26/2004,9:00:00,87.50026608419377,1.2460057953637094,2
